Test_ID,Applied_Voltage_kV,Load_Current_A,Ambient_Temperature_C,Test_Duration_min,Sensor_S1,Sensor_S2,Sensor_S3,Sensor_S4,Reference_Parameter,Validity_Label,feat_missing_count,feat_missing_S1,feat_missing_S2,feat_missing_S3,feat_missing_S4,feat_power_input,feat_energy_input,feat_i2t,feat_i2t_per_volt,feat_volt_x_dur,feat_curr_x_dur,feat_curr_per_volt,feat_s_mean,feat_s_std,feat_s_max,feat_s_min,feat_s_range,feat_s_median,feat_s1_s2_gap,feat_s1_s3_gap,feat_s2_s3_gap,feat_abs_s1_s2_gap,feat_abs_s1_s3_gap,feat_abs_s2_s3_gap,feat_s_consistency,feat_s_cv,feat_s1_dev,feat_s2_dev,feat_s3_dev,feat_s4_minus_smean,feat_s4_abs_dev,feat_s4_ratio,feat_temp_per_power,feat_temp_per_energy,feat_temp_per_i2t,feat_smean_abs,feat_smax_abs
TRN-0633,27.3166,35.2106,18.0,41.4065,15.4562,13.3195,20.1433,61.2734,18.9191,Valid,0,0,0,0,0,961.83387596,39826.17438493774,51335.213598994334,1879.26798063179,1131.0847979,1457.9477089,1.2889817441049858,16.30633333333333,2.849924750273632,20.1433,13.3195,6.8238,15.4562,2.136700000000001,-4.687099999999999,-6.8238,2.136700000000001,4.687099999999999,6.8238,0.41847541332761834,0.17477409036363428,-0.8501333333333303,-2.9868333333333315,3.836966666666669,44.96706666666667,44.96706666666667,3.757644038657125,0.016953378045771895,0.000409437601897584,0.00031764420930226986,34.30633333333333,38.143299999999996
TRN-0138,17.7127,48.0925,30.733,23.2218,11.7089,11.4861,14.8118,65.0676,17.5449,Valid,0,0,0,0,0,851.8480247500001,19781.444461139556,53709.435475526254,3032.255525316339,411.3207768600001,1116.7944165000001,2.715142089283842,12.668933333333333,1.5179631359892183,14.8118,11.4861,3.3256999999999994,11.7089,0.22279999999999944,-3.1029,-3.3256999999999994,0.22279999999999944,3.1029,3.3256999999999994,0.2625082672699411,0.11981774441716803,-0.9600333333333335,-1.182833333333333,2.1428666666666665,52.398666666666664,52.398666666666664,5.135996310976222,0.014872292886021671,0.000640445310127927,0.00023587910058876525,43.40193333333333,45.5448
TRN-0591,10.2728,88.373,37.5953,58.4948,10.6857,12.8873,12.4997,83.903,31.5651,Valid,0,0,0,0,0,907.8381544,53103.81127399712,456831.93615342927,44470.04630513424,600.90538144,5169.3609604,8.602619675003927,12.024233333333333,0.9596221663874912,12.8873,10.6857,2.201599999999999,12.4997,-2.201599999999999,-1.814,0.38759999999999906,2.201599999999999,1.814,0.38759999999999906,0.18309689739634974,0.07980734072416125,-1.3385333333333325,0.8630666666666666,0.4754666666666676,71.87876666666668,71.87876666666668,6.977824755743978,0.013244908535525663,0.00022642882016633533,2.6320912313075707e-05,49.61953333333334,50.482600000000005
TRN-0262,30.7232,28.9017,38.9336,45.1598,17.0465,14.7144,22.609,53.4406,22.15,Valid,0,0,0,0,0,887.95270944,40099.76676776851,37722.35409045983,1227.8132766979531,1387.4535673599999,1305.19499166,0.9407125253647887,18.1233,3.3116764103195035,22.609,14.7144,7.894600000000002,17.0465,2.3321000000000023,-5.5625,-7.894600000000002,2.3321000000000023,5.5625,7.894600000000002,0.4356049706397307,0.18273031002020565,-1.0767999999999986,-3.408900000000001,4.485700000000001,35.3173,35.3173,2.948723303773413,0.020410208547051462,0.0004519552471341364,0.00048043926304437706,57.0569,61.5426
TRN-0729,27.8122,59.7061,25.295,56.0876,17.8995,16.2175,22.741,53.7565,22.7879,Valid,0,0,0,0,0,1660.55799442,93136.7125678312,199942.1072136036,7189.006983431609,1559.9195487200002,3348.77185436,2.1467592586433555,18.95266666666667,2.7653671345571618,22.741,16.2175,6.5234999999999985,17.8995,1.6819999999999986,-4.8415,-6.5234999999999985,1.6819999999999986,4.8415,6.5234999999999985,0.3441995667698704,0.14590912388659666,-1.0531666666666695,-2.735166666666668,3.7883333333333304,34.80383333333333,34.80383333333333,2.8363553324234756,0.011413432544325575,0.00020349297440211888,9.47907718423925e-05,44.247666666666674,48.036
TRN-0307,30.2039,105.7357,25.4332,14.8461,20.5299,20.3649,25.1377,39.4088,47.2164,Valid,0,0,0,0,0,3193.63050923,47412.9579030795,165979.96592998397,5495.315520004649,448.41011979,1569.76277577,3.500729922270636,22.010833333333334,2.212054491995067,25.1377,20.3649,4.7728,20.5299,0.1650000000000027,-4.6077999999999975,-4.7728,0.1650000000000027,4.6077999999999975,4.7728,0.21683866807229765,0.10049843901851185,-1.4809333333333328,-1.6459333333333355,3.1268666666666647,17.397966666666665,17.397966666666665,1.7904273596898181,0.006892103912092245,0.0004642366624301978,0.0001326113860180309,47.44403333333334,50.570899999999995
TRN-0091,13.8779,70.3753,33.7208,28.7584,10.7783,12.0405,12.8023,60.3125,23.2446,Valid,0,0,0,0,0,976.6613758699999,28087.218511819807,142431.23447602824,10263.168362134033,399.10619936000006,2023.88102752,5.071033436540583,11.8737,0.8346698668735245,12.8023,10.7783,2.024000000000001,12.0405,-1.2622,-2.024000000000001,-0.7618000000000009,1.2622,2.024000000000001,0.7618000000000009,0.1704607518750894,0.07029567839661152,-1.0953999999999997,0.16680000000000028,0.9286000000000012,48.4388,48.4388,5.079503012582177,0.01215743786045147,0.0004227438895232899,8.336443929308937e-05,45.5945,46.5231
TRN-0542,29.8252,29.6371,52.0927,40.8807,16.4051,14.7736,21.9869,50.5573,29.9678,Valid,0,0,0,0,0,883.93243492,36135.77669223404,35907.87747962829,1203.944190673796,1219.27505364,1211.58539397,0.9936932193684127,17.721866666666667,3.0885088163851635,21.9869,14.7736,7.2132999999999985,16.4051,1.6315000000000008,-5.581799999999998,-7.2132999999999985,1.6315000000000008,5.581799999999998,7.2132999999999985,0.4070282058119419,0.17427671137587755,-1.3167666666666662,-2.948266666666667,4.2650333333333315,32.83543333333333,32.83543333333333,2.8528200836920816,0.020048892818625538,0.0004904244017532038,0.0004935370149969829,69.81456666666666,74.0796
TRN-0937,18.9717,104.0403,31.8576,48.305,15.2581,16.7679,18.2016,48.5457,45.3832,Valid,0,0,0,0,0,1973.8213595099999,95345.44077113054,522871.87028366746,27560.621490063935,916.4279684999999,5025.6666915,5.4839732083064145,16.742533333333334,1.2018127040248636,18.2016,15.2581,2.9434999999999985,16.7679,-1.5098000000000003,-2.9434999999999985,-1.4336999999999982,1.5098000000000003,2.9434999999999985,1.4336999999999982,0.1758097036802651,0.07178200624215714,-1.4844333333333335,0.02536666666666676,1.459066666666665,31.803166666666662,31.803166666666662,2.899543105809767,0.008482294126661677,0.00017559867779464054,3.202033669208134e-05,48.60013333333333,50.059200000000004
TRN-0092,22.8334,18.3011,31.7408,26.9067,12.3229,10.8597,16.5175,28.9254,17.4823,Valid,0,0,0,0,0,417.87633674000006,11243.67322976216,9011.86805929911,394.6791833288045,614.37144378,492.4222073700001,0.8015056539321497,13.233366666666667,2.3978305991504527,16.5175,10.8597,5.657799999999998,12.3229,1.4632000000000005,-4.194599999999998,-5.657799999999998,1.4632000000000005,4.194599999999998,5.657799999999998,0.4275404524769116,0.1811957968333573,-0.9104666666666663,-2.373666666666667,3.2841333333333314,15.692033333333333,15.692033333333333,2.1857928177163672,0.03166814071894251,0.001176961158072506,0.0014684376844091792,44.97416666666667,48.2583
TRN-0268,31.5596,18.2128,38.845,24.4453,16.4547,13.878,22.1,70.4553,20.7222,Valid,0,0,0,0,0,574.78868288,14050.881789606465,8108.654731293954,256.93147170314205,771.48388988,445.21735984000003,0.5770922135549179,17.477566666666664,3.433658220550724,22.1,13.878,8.222000000000001,16.4547,2.576699999999999,-5.645300000000002,-8.222000000000001,2.576699999999999,5.645300000000002,8.222000000000001,0.4704315930460424,0.19646087407799998,-1.0228666666666655,-3.5995666666666644,4.622433333333337,52.97773333333333,52.97773333333333,4.031184507119535,0.030406942858874197,0.00124387685606686,0.0021554212435583907,56.32256666666666,60.945
TRN-0782,16.2048,93.1196,42.8621,12.8741,13.1151,14.8764,15.7166,32.2974,36.8118,Valid,0,0,0,0,0,1508.9844940799999,19426.817275235328,111634.66713214626,6888.987228670458,208.62221567999998,1198.83104236,5.746420458973857,14.569366666666667,1.0840211139805145,15.7166,13.1151,2.6014999999999997,14.8764,-1.7613000000000003,-2.6014999999999997,-0.8401999999999994,1.7613000000000003,2.6014999999999997,0.8401999999999994,0.17855956823383526,0.07440412918267222,-1.4542666666666673,0.30703333333333305,1.1472333333333324,17.728033333333336,17.728033333333336,2.216801767855265,0.009655080429368005,0.0007499615845200366,0.00013050933944461747,57.431466666666665,58.5787
TRN-0919,22.6926,50.8001,43.6073,31.9818,14.0837,13.6443,18.1982,49.2786,21.2594,Valid,0,0,0,0,0,1152.78634926,36868.182464763464,82533.83728740782,3637.0373447895117,725.7501946799999,1624.67863818,2.238619539470156,15.308733333333334,2.051021095833867,18.1982,13.6443,4.5539000000000005,14.0837,0.4394000000000009,-4.1145,-4.5539000000000005,0.4394000000000009,4.1145,4.5539000000000005,0.29747070534004305,0.13397718264454828,-1.225033333333334,-1.664433333333335,2.8894666666666655,33.96986666666666,33.96986666666666,3.21898590223102,0.013279766306983591,0.0004152288588554462,0.00018548432783802607,58.91603333333334,61.8055
TRN-0053,26.4931,101.8024,42.852,30.4912,18.56,19.2644,22.9828,68.2684,48.1264,Valid,0,0,0,0,0,2697.06116344,82236.63134668174,316002.5228835973,11927.728765447175,807.8064107199999,3104.0773388800003,3.842600381133187,20.269066666666664,1.9403275141640977,22.9828,18.56,4.422800000000002,19.2644,-0.7043999999999997,-4.422800000000002,-3.7184000000000026,0.7043999999999997,4.422800000000002,3.7184000000000026,0.2182044123950251,0.09572850345529449,-1.709066666666665,-1.0046666666666653,2.7137333333333373,47.99933333333334,47.99933333333334,3.3681075579154665,0.007515241750505572,0.0002464724823293489,6.414210393525508e-05,63.121066666666664,65.8348
TRN-0408,31.1979,55.0224,21.7758,25.6304,18.3841,16.3698,23.7608,30.0802,22.1385,Valid,0,0,0,0,0,1716.58333296,43996.717457097984,77595.1261659095,2487.1906018904765,799.6146561600001,1410.24612096,1.7636571127012677,19.504900000000003,3.1197077566122537,23.7608,16.3698,7.390999999999998,18.3841,2.0142999999999986,-5.3767,-7.390999999999998,2.0142999999999986,5.3767,7.390999999999998,0.3789304031843072,0.15994481369642702,-1.1208000000000027,-3.1351000000000013,4.255899999999997,10.575299999999999,10.575299999999999,1.5421867560363416,0.011362629249699163,0.0004433262553865812,0.0002513675918000876,41.2807,45.5366
TRN-0501,14.229,84.784,39.199,37.0993,11.9475,13.5096,14.4506,42.1564,30.3824,Valid,0,0,0,0,0,1206.391536,44756.2815115248,266681.88710894086,18742.137069843546,527.8859397,3145.4270512000003,5.958534966720434,13.302566666666666,1.0323192346470262,14.4506,11.9475,2.5031,13.5096,-1.562100000000001,-2.5031,-0.940999999999999,1.562100000000001,2.5031,0.940999999999999,0.1881666805027591,0.07760300571398658,-1.3550666666666658,0.20703333333333518,1.1480333333333341,28.853833333333334,28.853833333333334,3.1690423274925146,0.01102674070455342,0.00029722233878933874,4.988177791460812e-05,52.50156666666666,53.6496
TRN-0311,20.0873,84.2981,33.9545,11.1637,14.4518,15.2547,17.5092,45.2027,29.9962,Valid,0,0,0,0,0,1693.32122413,18903.730149820083,79331.14627364297,3949.3183416549077,224.24859100999998,941.0786989700001,4.196586689271993,15.738566666666665,1.2942227792085186,17.5092,14.4518,3.0573999999999995,15.2547,-0.8028999999999993,-3.0573999999999995,-2.2545,0.8028999999999993,3.0573999999999995,2.2545,0.19426164214901132,0.08223256439972007,-1.286766666666665,-0.4838666666666658,1.7706333333333344,29.464133333333336,29.464133333333336,2.8720974460551822,0.009294495594277087,0.0008325640781527921,0.00019839076334760168,49.69306666666667,51.4637
TRN-0562,30.7015,55.1126,37.3272,53.9099,18.3063,16.9658,23.7367,31.425,23.8068,Valid,0,0,0,0,0,1692.0394889,91217.67964265011,163745.85903208374,5333.4805693077915,1655.11479485,2971.11475474,1.7951109295926606,19.6696,2.9274803580325965,23.7367,16.9658,6.7708999999999975,18.3063,1.3404999999999987,-5.430399999999999,-6.7708999999999975,1.3404999999999987,5.430399999999999,6.7708999999999975,0.3442316903123758,0.14883272711188175,-1.3632999999999988,-2.7037999999999975,4.0671,11.755400000000002,11.755400000000002,1.5976429821835227,0.01162478778858907,0.00021563363677788147,0.0001201227323618968,56.99679999999999,61.0639
TRN-0126,27.1839,35.792,32.8674,28.726,15.6886,13.7668,20.7464,46.0688,20.623,Valid,0,0,0,0,0,972.9661488,27949.4255904288,36799.938225664,1353.740150306757,780.8847114,1028.160992,1.3166616520564873,16.733933333333333,2.9437216097239154,20.7464,13.7668,6.979600000000001,15.6886,1.9217999999999993,-5.057800000000002,-6.979600000000001,1.9217999999999993,5.057800000000002,6.979600000000001,0.4170925892840941,0.17591329995003857,-1.0453333333333337,-2.967133333333333,4.012466666666668,29.33486666666667,29.33486666666667,2.753016659580932,0.01719888542553419,0.0005987219049848773,0.00045472721259103867,49.601333333333336,53.613800000000005
TRN-0676,28.9435,99.9672,33.2564,54.1579,20.242,19.9359,25.0693,38.6309,45.2288,Valid,0,0,0,0,0,2893.4006532000003,156700.5032359403,541223.7824412351,18699.319838371837,1567.51917865,5414.01362088,3.4538738074568105,21.749066666666664,2.3510829197532677,25.0693,19.9359,5.133399999999998,20.242,0.3061000000000007,-4.8272999999999975,-5.133399999999998,0.3061000000000007,4.8272999999999975,5.133399999999998,0.2360285083791254,0.10810040024642595,-1.5070666666666632,-1.813166666666664,3.3202333333333343,16.881833333333333,16.881833333333333,1.7762094721516262,0.0075167836279763645,0.00013879385335336674,4.018497961882882e-05,55.00546666666666,58.3257
TRN-0360,31.1338,64.9587,39.5961,9.0647,18.6229,17.3282,24.1833,48.479,28.4009,Valid,0,0,0,0,0,2022.41117406,18332.55056950168,38249.704587268134,1228.5587804479167,282.21855686000004,588.83112789,2.086436538860128,20.0448,2.973712462002112,24.1833,17.3282,6.8551,18.6229,1.2947000000000024,-5.560399999999998,-6.8551,1.2947000000000024,5.560399999999998,6.8551,0.34198892770250006,0.14835330428085128,-1.4218999999999973,-2.7165999999999997,4.1385000000000005,28.4342,28.4342,2.41853236657226,0.009911337638551823,0.0010933994112228684,0.0005240511061658786,59.6409,63.779399999999995
TRN-0367,24.0314,97.8945,45.1767,31.2893,17.3437,18.1727,21.6014,52.8876,45.131,Valid,0,0,0,0,0,2352.5418873,73609.38887429588,299855.7853123313,12477.665588965507,751.9256840200001,3063.05037885,4.073607693533972,19.039266666666666,1.843041989634409,21.6014,17.3437,4.257700000000003,18.1727,-0.8290000000000006,-4.257700000000003,-3.4287000000000027,0.8290000000000006,4.257700000000003,3.4287000000000027,0.223627298830104,0.09680214711520377,-1.695566666666668,-0.8665666666666674,2.5621333333333354,33.84833333333333,33.84833333333333,2.777816926887051,0.008093061705449536,0.0002586526930541663,6.349474513813957e-05,64.21596666666666,66.7781
TRN-0405,24.6143,33.6779,42.1612,26.794,14.0177,13.065,18.7117,49.4543,20.1763,Valid,1,0,0,0,1,828.95793397,22211.09888279218,30389.780211697544,1234.6391722315227,659.5155542,902.3656526000001,1.3682249193263705,15.2648,2.468163828976243,18.7117,13.065,5.646700000000001,14.0177,0.9527000000000001,-4.694000000000001,-5.646700000000001,0.9527000000000001,4.694000000000001,5.646700000000001,0.36991638475994554,0.16168987915245295,-1.2470999999999997,-2.1997999999999998,3.446900000000001,34.1895,34.1895,3.2397605445364146,0.018414444637112296,0.0006872600081547062,0.0005023004409101326,57.426,60.8729
TRN-0868,28.3339,101.6303,50.6215,7.7931,19.0319,19.8449,23.5519,54.1915,55.1412,Valid,0,0,0,0,0,2879.58275717,22440.876384901527,80492.73129574319,2840.863010559089,220.80891609,792.01509093,3.586879900512111,20.80956666666667,1.9673224330433372,23.5519,19.0319,4.52,19.8449,-0.8129999999999988,-4.52,-3.7070000000000007,0.8129999999999988,4.52,3.7070000000000007,0.2172077802096897,0.09453932270753744,-1.7776666666666685,-0.9646666666666697,2.742333333333331,33.38193333333333,33.38193333333333,2.6041627038126993,0.007226590938435584,0.0009273063274721424,0.00025852727732583036,71.43106666666667,74.1734
TRN-0020,9.4876,21.4776,37.3279,15.6388,6.1571,6.5039,8.2616,52.9346,13.5381,Valid,0,0,0,0,0,203.77087776,3186.732003113088,7213.979854764287,760.358688646823,148.37467888,335.88389087999997,2.2637545571319873,6.9742,0.9212732602219603,8.2616,6.1571,2.1045,6.5039,-0.3468,-2.1045,-1.7576999999999998,0.3468,2.1045,1.7576999999999998,0.30175499673726064,0.1320973198538385,-0.8170999999999999,-0.47029999999999994,1.2873999999999999,45.96040000000001,45.96040000000001,7.590059420426799,0.0342256952634246,0.002188511613464345,0.0009667617791346211,44.302099999999996,45.5895
TRN-0316,22.2248,47.0868,39.5367,20.27,13.0209,12.675,16.6458,61.0745,19.7399,Valid,0,0,0,0,0,1046.4947126399998,21212.447825212796,44941.96970304479,2022.1539757788964,450.49669599999993,954.4494359999999,2.1186601400840437,14.113900000000001,1.7958841666432726,16.6458,12.675,3.9708000000000006,13.0209,0.34589999999999854,-3.624900000000002,-3.9708000000000006,0.34589999999999854,3.624900000000002,3.9708000000000006,0.2813396523044905,0.1272422249981258,-1.0930000000000017,-1.4389000000000003,2.5319000000000003,46.9606,46.9606,4.3272586367156745,0.01348683353679631,0.0006653593265440621,0.00031404720560633873,53.650600000000004,56.182500000000005
TRN-0067,30.9408,29.3598,18.0356,35.4607,16.7021,13.7519,21.9045,43.0005,19.7801,Valid,0,0,0,0,0,908.41569984,32213.05660731629,30567.04737367763,987.9203635897347,1097.18242656,1041.11905986,0.9489023894371706,17.452833333333334,3.3703533042628564,21.9045,13.7519,8.1526,16.7021,2.9502000000000024,-5.202399999999997,-8.1526,2.9502000000000024,5.202399999999997,8.1526,0.4671218350150308,0.1931120894115053,-0.7507333333333328,-3.700933333333335,4.451666666666664,25.547666666666668,25.547666666666668,2.4638118473326096,0.0192123862645647,0.0005417937684568443,0.0005709688973031664,35.48843333333333,39.9401
TRN-0317,25.933,70.3816,24.6378,10.6208,16.6609,15.9391,20.9687,48.0101,24.0015,Valid,0,0,0,0,0,1825.2060328000002,19385.14823316224,52610.87220480205,2028.722869551505,275.4292064,747.50889728,2.713978224116831,17.856233333333332,2.2204857386516923,20.9687,15.9391,5.0295999999999985,16.6609,0.7218000000000018,-4.307799999999997,-5.0295999999999985,0.7218000000000018,4.307799999999997,5.0295999999999985,0.28167193071670965,0.12435352814039714,-1.1953333333333305,-1.9171333333333322,3.1124666666666663,30.15386666666667,30.15386666666667,2.688702394007934,0.009783132973847026,0.0009211295739212085,0.0003394019635995334,42.494033333333334,45.6065
TRN-0087,17.6142,31.0902,47.58,51.1189,10.8589,10.9508,3.2181,51.1091,20.3176,Invalid,0,0,0,0,0,547.62900084,27994.192131039876,49411.55614177515,2805.211325894098,900.41852838,1589.29682478,1.7650644499855541,8.3426,3.6237629236287887,10.9508,3.2181,7.7326999999999995,10.8589,-0.09189999999999898,7.6408000000000005,7.7326999999999995,0.09189999999999898,7.6408000000000005,7.7326999999999995,0.9268931835527074,0.43436848096040903,2.516300000000001,2.6082,-5.124499999999999,42.7665,42.7665,6.126278842773376,0.015234036130243966,0.00029801181475966717,0.0001688390459894438,55.922599999999996,58.5308
TRN-0801,11.2999,91.5588,48.8199,21.2042,10.7983,13.3691,12.9707,43.4485,39.321,Valid,0,0,0,0,0,1034.60528412,21937.977365537306,177755.10243592926,15730.677856020977,239.60533958,1941.43110696,8.102619660119148,12.379366666666668,1.1297520357238677,13.3691,10.7983,2.5708,12.9707,-2.5708,-2.1724000000000014,0.39839999999999876,2.5708,2.1724000000000014,0.39839999999999876,0.20766811918207023,0.09126088392752864,-1.5810666666666684,0.9897333333333318,0.591333333333333,31.069133333333333,31.069133333333333,3.509751157726069,0.01196530391320283,0.0005642893353308546,6.96428203576271e-05,61.19926666666667,62.18899999999999
TRN-0012,30.2939,43.3171,28.5824,30.3499,17.0338,15.1496,22.2573,38.2619,21.3846,Valid,0,0,0,0,0,1312.24389569,39826.471009801935,56947.67683852827,1879.8396693290927,919.41683561,1314.6696532900003,1.429895080201127,18.1469,3.0065587781825704,22.2573,15.1496,7.107700000000001,17.0338,1.8841999999999999,-5.223500000000001,-7.107700000000001,1.8841999999999999,5.223500000000001,7.107700000000001,0.39167569162360016,0.16567891003442242,-1.1130999999999993,-2.997299999999999,4.110400000000002,20.115,20.115,2.108453669306952,0.013828907907877249,0.00045564920866521426,0.000318659179919416,46.729299999999995,50.8397
